Month,Day,Hour,Minute,Second,Microsecond,Speed,Vx,Vy,PosX,PosY,PosZ,Bx,By,Flow Mag,Flow Angle
9,4,19,3,33,86791,0.008716707599596295,-0.001808002358302474,-0.008527140133082867,-0.05240272358059883,-0.02708340808749199,0.14244170486927032,0.9399999999999977,0.6700000000000017,1.1543396380615187,215.479978134226
9,4,19,3,33,133964,0.007857665329156167,0.0013033536961302161,-0.0077488175593316555,-0.05268392339348793,-0.027560221031308174,0.1525823026895523,-1.0600000000000023,-0.3299999999999983,1.1101801655587276,296.3862137670518
9,4,19,3,33,181151,0.008373180662162577,0.0010018493048846722,-0.008313029073178768,-0.05304998531937599,-0.02812083438038826,0.16183394193649292,-0.060000000000002274,-0.3299999999999983,0.3354101966249672,65.49733270384938
9,4,19,3,33,244986,0.02184149922292516,-0.011183143593370914,-0.018761353567242622,-0.055412981659173965,-0.030351843684911728,0.17023079097270966,1.9399999999999977,-0.3299999999999983,1.9678668654154403,127.5053673713989
9,4,19,3,33,292970,0.022159966558852665,-0.013922156766057014,-0.017240582033991814,-0.056442536413669586,-0.03102933056652546,0.18073563277721405,-1.0600000000000023,1.6700000000000017,1.978004044485251,169.53898306903403
9,4,19,3,33,345476,0.018926128438166715,-0.011108528822660446,-0.015323149971663952,-0.05665157362818718,-0.03177507221698761,0.19096770882606506,1.9399999999999977,-1.3299999999999983,2.352126697267812,96.87408179566421
9,4,19,3,33,388554,0.04376399410429396,-0.04075568914413452,0.015945563092827797,-0.06364097446203232,-0.026116490364074707,0.20013876259326935,1.9399999999999977,-0.3299999999999983,1.9678668654154403,153.44427367183283
9,4,19,3,33,436071,0.04637173118659542,-0.04285368323326111,0.017717203125357628,-0.06616832315921783,-0.025701534003019333,0.21137899160385132,-1.0600000000000023,-0.3299999999999983,1.1101801655587276,164.83972305504432
9,4,19,3,33,483898,0.049504533319956155,-0.046384263783693314,0.01729736663401127,-0.06952690333127975,-0.02501121163368225,0.22110015153884888,0.9399999999999977,0.6700000000000017,1.1543396380615187,199.16969497902244
9,4,19,3,33,531255,0.043769774905441844,-0.03923681005835533,0.01939757540822029,-0.07087728381156921,-0.023272134363651276,0.23461537063121796,-1.0600000000000023,-0.3299999999999983,1.1101801655587276,133.7514308773721
9,4,19,3,33,594134,0.028443054152683483,-0.02135375887155533,0.018788941204547882,-0.06944545358419418,-0.022069022059440613,0.24986621737480164,0.9399999999999977,0.6700000000000017,1.1543396380615187,209.49044908525212
9,4,19,3,33,641495,0.008045491823482805,0.0009606876992620528,-0.00798792950809002,-0.06585963070392609,-0.028429796919226646,0.26543280482292175,-0.060000000000002274,-2.3299999999999983,2.330772404161331,54.70959400433015
9,4,19,3,33,689223,0.012705470643011616,0.007381300441920757,-0.010341440327465534,-0.0656585693359375,-0.028884749859571457,0.278187096118927,0.9399999999999977,0.6700000000000017,1.1543396380615187,196.9008139855803
9,4,19,3,33,737110,0.019729982526460278,-0.01664418913424015,0.010594488121569157,-0.07389553636312485,-0.022501477971673012,0.29164668917655945,0.9399999999999977,-1.3299999999999983,1.6286497474902304,142.13292526743524
9,4,19,3,33,784820,0.02095640086759015,-0.017925003543496132,0.010856564156711102,-0.0754903182387352,-0.021979130804538727,0.30386635661125183,-0.060000000000002274,0.6700000000000017,0.6726812023536874,189.2509652897033
9,4,19,3,33,832177,0.021142724804648398,-0.015864677727222443,0.01397593691945076,-0.07628168165683746,-0.020232712849974632,0.32584697008132935,-0.060000000000002274,-1.3299999999999983,1.3313526955694333,134.82909732142505
9,4,19,3,33,895617,0.043765288828508185,-0.021607251837849617,-0.03805952146649361,-0.07968764007091522,-0.037680063396692276,0.34613853693008423,-1.0600000000000023,-0.3299999999999983,1.1101801655587276,119.41295734438437
9,4,19,3,33,943381,0.045357043981191975,-0.01717803068459034,-0.04197828844189644,-0.07965043187141418,-0.03986966237425804,0.36356696486473083,1.9399999999999977,0.6700000000000017,2.0524375751773776,118.73269263283233
9,4,19,3,33,990484,0.04153625277465134,-0.009761602617800236,-0.040372904390096664,-0.0784146711230278,-0.041348617523908615,0.3792993426322937,0.9399999999999977,-0.3299999999999983,0.996242942258561,159.12211216980882
9,4,19,3,34,38022,0.042377841334921944,-0.0046984292566776276,-0.04211657866835594,-0.07797815650701523,-0.04496363550424576,0.39061835408210754,-1.0600000000000023,1.6700000000000017,1.978004044485251,127.6987863322335
9,4,19,3,34,85454,0.03454977869117738,0.013092024251818657,-0.031973209232091904,-0.07223852723836899,-0.044395044445991516,0.3988221287727356,1.9399999999999977,-1.3299999999999983,2.352126697267812,178.91251755739052
9,4,19,3,34,133007,0.028009056932373887,0.016933882609009743,-0.022310331463813782,-0.07146012783050537,-0.04445643723011017,0.41056355834007263,-0.060000000000002274,-1.3299999999999983,1.3313526955694333,161.22514626939684
9,4,19,3,34,180378,0.024479285945956972,0.021817520260810852,-0.011100957170128822,-0.06974946707487106,-0.043664734810590744,0.42027321457862854,2.9399999999999977,-1.3299999999999983,3.2268405600525076,145.10664280230912
9,4,19,3,34,243636,0.025351950491928767,0.025326978415250778,-0.0011249702656641603,-0.06757058948278427,-0.042445551604032516,0.42909908294677734,-0.060000000000002274,-0.3299999999999983,0.3354101966249672,114.76058342438562
